group,id,name,slug,articles,note,articles_sample
,cmsx2xzm200aq04ld51hjym86,好夢連床 (Weird Dreams),好夢連床-weird-dreams,2,Weird Dreams,軟體世界 17 p.4 好夢連床 / 軟體世界 17 p.20 好夢連床
,cmsys39vh006504jxnmfxcfbo,威利奇遇記 (The Adventure of Willie Beamish),威利奇遇記-the-adventure-of-willie-beamish,2,The Adventure of Willie Beamish,軟體世界 32 p.16 威利奇遇記 / 軟體世界 32 p.93 威利奇遇記特別報導
,cmsysv1gg000104jogrb7i7d6,威利奇遇記 (The Adventure of Willy Beamish),威利奇遇記-the-adventure-of-willy-beamish,1,The Adventure of Willy Beamish,軟體世界 33 p.6 威利奇遇記
,cmsys39tr005m04jxwzeiqlyi,小鬼當家 (Home Alone),小鬼當家-home-alone,1,Home Alone,軟體世界 32 p.10 小鬼當家
,cmsys39zc007a04jxbmwvxass,幻想空間 V (Leisure Suit Larry V),幻想空間-v-leisure-suit-larry-v,1,Leisure Suit Larry V,軟體世界 32 p.81 幻想空間 V 特別報導
,cmsys39u4005q04jx2jgmlvzy,幻想空間 V (Leisure Suit Larry V: Passionate Patti Does A Little Undercover Work),幻想空間-v-leisure-suit-larry-v-passionate-patti-does-a-little-undercover-work,1,Leisure Suit Larry V: Passionate Patti Does A Little Undercover Work,軟體世界 32 p.11 幻想空間 V
,cmsx2xzst00ca04ld8quqobr6,強棒再出擊 (Bases Loaded),強棒再出擊-bases-loaded,1,Bases Loaded,軟體世界 17 p.32 強棒再出擊—向總冠軍之路邁進
,cmsyrh81h003d04lfb55qkmkh,復國恩仇錄 (IRON LORD),復國恩仇錄-iron-lord,1,IRON LORD,軟體世界 30 p.7 復國恩仇錄 (IRON LORD)
,cmsvv0lt4002104jribyayrri,忍者傳奇 (Ninja Gaiden),忍者傳奇-ninja-gaiden,1,Ninja Gaiden,軟體世界 11 p.112 忍者傳奇獨門武功
,cmsx2xzmr00au04ldt7p1wz13,忍者龜 (Teenage Mutant Ninja Turtles),忍者龜-teenage-mutant-ninja-turtles,2,Teenage Mutant Ninja Turtles,軟體世界 17 p.6 忍者龜 / 軟體世界 22 p.99 忍者龜無敵版
,cmsvv0lvk002m04jrnf5yoosh,快打旋風 (Street Fighter),快打旋風-street-fighter,1,Street Fighter,軟體世界 11 p.128 時空戰士無敵版
,cmsx2xzya00dm04ld9q2s2v9t,快樂泡泡龍 (Bubble Bobble),快樂泡泡龍-bubble-bobble,1,Bubble Bobble,軟體世界 17 p.68 快樂泡泡龍隻數無限
,cmsys39yl007204jx6bhr9m19,拯救地球 (Earth 2149),拯救地球-earth-2149,1,Earth 2149,軟體世界 32 p.69 拯救地球完全攻略（三）
,cmt9n7n5400b504jmcniz1h3g,攻城大戰 (Rampart),攻城大戰-rampart,2,Rampart,軟體世界 41 p.18 攻城大戰 / 軟體世界 41 p.96 攻城大戰
,cmsyrh844003x04lfk5uom3dr,新 A-10 坦克殺手 (A-10 Tank Killer Ver 1.5),新-a-10-坦克殺手-a-10-tank-killer-ver-1-5,1,A-10 Tank Killer Ver 1.5,軟體世界 30 p.11 新 A-10 坦克殺手 (A-10 Tank Killer Ver 1.5)
,cmsyrzhab000604jxnebula02,新A-10 坦克殺手 (A-10 Tank killer Ver 1.5),新a-10-坦克殺手-a-10-tank-killer-ver-1-5,1,A-10 Tank killer Ver 1.5,軟體世界 31 p.4 新A-10 坦克殺手
,cmsyrzhek000l04jxyh0dkgy8,新宇宙傳奇 I (Space Quast I),新宇宙傳奇-i-space-quast-i,1,Space Quast I,軟體世界 31 p.10 新宇宙傳奇 I
,cmsys39q8005604jx7ue3hn43,新宇宙傳奇 I (Space Quest I: Roger Wilco in the Sarien Encounter),新宇宙傳奇-i-space-quest-i-roger-wilco-in-the-sarien-encounter,1,Space Quest I: Roger Wilco in the Sarien Encounter,軟體世界 32 p.4 新宇宙傳奇 I
,cmsyrh833003r04lfaci7bas2,新幻想空間 I (Leisure Suit Larry in the Land of the Lounge Lizards),新幻想空間-i-leisure-suit-larry-in-the-land-of-the-lounge-lizards,3,Leisure Suit Larry in the Land of the Lounge Lizards,軟體世界 30 p.10 新幻想空間 I (Leisure Suit Larry in the Land of the Lounge Lizards) / 軟體世界 31 p.7 新幻想空間 I / 軟體世界 31 p.58 新幻想空間 I 特別報導
,cmsybok28005004l25uqfraha,新陸軍棋 (Stratego),新陸軍棋-stratego,1,Stratego,軟體世界 22 p.5 新陸軍棋
,cmsysv1hq000504jolv1p9wod,方塊ABC (Wordtris),方塊abc-wordtris,1,Wordtris,軟體世界 33 p.1 方塊ABC
,cmsys39s7005a04jx1aydkt1o,明星職棒 (Tony LaRuSa's Ultimate Baseball),明星職棒-tony-larusa-s-ultimate-baseball,1,Tony LaRuSa's Ultimate Baseball,軟體世界 32 p.6 明星職棒
,cmsyrzhfy000s04jxtcwyugt3,明星職棒 (Tony LaRussa Baseball),明星職棒-tony-larussa-baseball,1,Tony LaRussa Baseball,軟體世界 31 p.12 明星職棒
,cmsyrh809003104lfv9es4360,星際密探 (B.A.T.),星際密探-b-a-t,1,B.A.T.,軟體世界 30 p.4 星際密探 (B.A.T.)
,cmt9n7n5p00bb04jmin567nxn,暗黑傳說 (Prophecy of the Shadow),暗黑傳說-prophecy-of-the-shadow,1,Prophecy of the Shadow,軟體世界 41 p.20 暗黑傳說
,cmsybokd6008c04l2jx0qqkzq,梅杜莎指環 (Medusa's Ring),梅杜莎指環-medusa-s-ring,1,Medusa's Ring,軟體世界 22 p.98 梅杜莎指環前期小技巧
,cmsysv1j6000904joanjlbe41,樂透黃金夢 (Lotto Gold),樂透黃金夢-lotto-gold,1,Lotto Gold,軟體世界 33 p.4 樂透黃金夢
,cmt9n7nao00cs04jm21lemtes,模擬城市 (SimCity),模擬城市-simcity,2,SimCity,軟體世界 41 p.74 遊戲精品回顧 / 軟體世界 41 p.89 模擬城市—古城風情
,cmt9n7n2a00ak04jmt7z0q67y,橋藝大師 (Omar Sharif On Bridge),橋藝大師-omar-sharif-on-bridge,1,Omar Sharif On Bridge,軟體世界 41 p.13 橋藝大師
,cmsx2xzwy00da04ldf75pymc0,武士傳說 (Bushido Blade),武士傳說-bushido-blade,1,Bushido Blade,軟體世界 17 p.64 武士傳說人物屬性修改法
,cmsyrzhmr002504jxrl32wbto,武士傳說 (The Warrior's Blade),武士傳說-the-warrior-s-blade,1,The Warrior's Blade,軟體世界 31 p.52 武士傳說物品 & 武器修改法
,cmsyrzhod002h04jx3zcbjfz9,死亡潛航 II (Submarine Titan II),死亡潛航-ii-submarine-titan-ii,1,Submarine Titan II,軟體世界 31 p.54 死亡潛航 II 一魚雷精準命中
,cmsx2xzyq00dq04ld68vxiykb,氙星異形II (Xenon 2),氙星異形ii-xenon-2,1,Xenon 2,軟體世界 17 p.68 氙星異形II無敵版
,cmsybokc1008004l2mefpar1w,氪星異形 (Kryptonite),氪星異形-kryptonite,1,Kryptonite,軟體世界 22 p.97 氪星異形Ⅰ隻數修改法
,cmsx2xztr00ci04ldfzp1l94g,波斯王子 (Prince of Persia),波斯王子-prince-of-persia,3,Prince of Persia,軟體世界 17 p.40 波斯王子 救美記(上) / 軟體世界 15 p.8 波斯王子 / 軟體世界 19 p.70 波斯王子修改篇
,cmsyrzhtx003f04jxhq64ulqb,洪荒帝國 (Dune),洪荒帝國-dune,1,Dune,軟體世界 31 p.82 洪荒帝國之旅(三)
,cmsybv6cu009v04l2b0nw6fdo,洪荒帝國 (Savage Empire),洪荒帝國-savage-empire,1,Savage Empire,軟體世界 23 p.4 洪荒帝國
,cmsys39xp006s04jx2kd2w28r,洪荒帝國 (The Legacy),洪荒帝國-the-legacy,1,The Legacy,軟體世界 32 p.49 洪荒帝國之旅完結篇
,cmsys3a3e008704jxaqoya1fu,浩劫餘生 (Wasteland),浩劫餘生-wasteland,1,Wasteland,軟體世界 32 p.104 浩劫餘生物品修改法
,cmsyrzhqw003004jx2y28undd,火星之旅 (Mars Saga),火星之旅-mars-saga,2,Mars Saga,軟體世界 31 p.61 火星之旅完全攻略 (-) / 軟體世界 32 p.62 火星之旅完全攻略（二）
,cmsysv1kk000h04joxf4n24t1,火星大懸案 (Martian Memorandum),火星大懸案-martian-memorandum,1,Martian Memorandum,軟體世界 33 p.8 火星大懸案
,cmsx2xzuq00cq04ldwno8a88d,炸彈小子 (Bomberman),炸彈小子-bomberman,1,Bomberman,軟體世界 17 p.51 炸彈小子過關路線(二)
,cmsys3a2g007z04jx91gklan1,烏龍吸血鬼 (Vampire's Curse),烏龍吸血鬼-vampire-s-curse,1,Vampire's Curse,軟體世界 32 p.99 烏龍吸血鬼無敵版
,cmt9n7n4k00b004jm3bb2oldw,燃燒的野球 III (Hardball III),燃燒的野球-iii-hardball-iii,2,Hardball III,軟體世界 41 p.17 燃燒的野球 III / 軟體世界 41 p.98 燃燒的野球 III
,cmsx2xzn900ay04ldbh5o7krl,獸王記 (Altered Beast),獸王記-altered-beast,1,Altered Beast,軟體世界 17 p.7 獸王記
,cmsvv0lop001704jrim37xsnz,瑪雅迷蹤 (Left Behind Maya),瑪雅迷蹤-left-behind-maya,1,Left Behind Maya,軟體世界 11 p.77 瑪雅迷蹤 LEFT BEHIND MAYA
,cmsyrzhh9001104jxqlnt2tjg,異城之門 (Gateway to the Savage Frontier),異城之門-gateway-to-the-savage-frontier,1,Gateway to the Savage Frontier,軟體世界 31 p.16 異城之門
,cmsys39pv005204jx4u8yjfjr,異域之門 (Gateway to the Savage Frontier),異域之門-gateway-to-the-savage-frontier,1,Gateway to the Savage Frontier,軟體世界 32 p.1 異域之門
,cmtpnhydi03ft04l6wppn7xje,異界 (EX-CHASER),異界-ex-chaser,1,EX-CHASER,軟體世界 170 p.206 異界 (EX-CHASER) 介紹
,cmsx2xzw000d204ld2xpnumjl,百戰天龍 (DuckTales),百戰天龍-ducktales,1,DuckTales,軟體世界 17 p.64 百戰天龍—一秘技天地
,cmsx2xzo800b604lda54xriul,百戰百勝電玩篇 (Future Classics Collection),百戰百勝電玩篇-future-classics-collection,1,Future Classics Collection,軟體世界 17 p.10 百戰百勝電玩篇
,cmsybv6ls00by04l2xmv115io,神劍封魔 (Zeliard),神劍封魔-zeliard,1,Zeliard,軟體世界 23 p.61 神劍封魔
,cmsybv6f500ad04l25j9ujw4r,空戰奇兵 (Air Strike),空戰奇兵-air-strike,1,Air Strike,軟體世界 23 p.12 空戰奇兵
,cmsys3a0k007o04jxi8ldbusd,立體花式撞球 (Billiard's Edge),立體花式撞球-billiard-s-edge,1,Billiard's Edge,軟體世界 32 p.97 立體花式撞球金錢修改法
,cmsys39t0005e04jxf6glg9zj,童話仙境 (The Manhole),童話仙境-the-manhole,1,The Manhole,軟體世界 32 p.7 童話仙境
,cmsvv0llf000o04jrp7ik1l02,第一滴血 III (Rambo III),第一滴血-iii-rambo-iii,1,Rambo III,軟體世界 11 p.6 第一滴血 III RAMBO III
,cmsyrh813003904lf815jxikg,築城大師 (CASTLES),築城大師-castles,1,CASTLES,軟體世界 30 p.6 築城大師 (CASTLES)
,cmsys3a1t007v04jx5rj24fj9,紅爵士 (Red Baron),紅爵士-red-baron,1,Red Baron,軟體世界 32 p.98 紅爵士－空戰英雄必殺法
,cmsyrh85r004504lfjqlp7vpm,納粹飛行秘史 (The Secret Weapons of the Luftwaffe),納粹飛行秘史-the-secret-weapons-of-the-luftwaffe,4,The Secret Weapons of the Luftwaffe,軟體世界 30 p.13 納粹飛行秘史 (The Secret Weapons of the Luftwaffe) / 軟體世界 31 p.11 納粹飛行秘史 / 軟體世界 32 p.12 納粹飛行秘史 …共 4 篇
,cmsx2xzsd00c604ldjt1zwl6y,紗之器 (The Legend of the Mystical Ninja),紗之器-the-legend-of-the-mystical-ninja,1,The Legend of the Mystical Ninja,軟體世界 17 p.28 紗之器完全攻略
,cmsyrzhna002904jx6c774cj3,終極戰士 II (Predator 2),終極戰士-ii-predator-2,1,Predator 2,軟體世界 31 p.53 終極戰士 II 一魔王安息法
,cmsybokb1007p04l2dhkf5oqr,聖戰奇兵 (Conan the Barbarian),聖戰奇兵-conan-the-barbarian,1,Conan the Barbarian,軟體世界 22 p.92 聖戰奇兵動作版防彈衣篇
,cmtztlsaj008404l5fyz1l0vb,聖誕之吻（EB收藏集＋）,聖誕之吻-eb收藏集,1,EB收藏集＋,電玩通 333 p.48 聖誕之吻（EB 收藏集＋）
,cmsx2xzoq00ba04ld7moz6dnn,"臉譜方塊 (Faces, Tris III)",臉譜方塊-faces-tris-iii,1,"Faces, Tris III",軟體世界 17 p.11 臉譜方塊
,cmsvv0lni000z04jr6m8ayl9x,英雄傳奇 (Hero's Quest),英雄傳奇-hero-s-quest,1,Hero's Quest,軟體世界 11 p.68 英雄傳奇 HERO'S QUEST
,cmsybv6dd009z04l22da7ll4i,英雄傳奇 II—烈火神兵 (Trial by Fire),英雄傳奇-ii-烈火神兵-trial-by-fire,1,Trial by Fire,軟體世界 23 p.6 英雄傳奇 II—烈火神兵
,cmsybv6dv00a304l2xqr38ap9,藍十字勳章 (Blue Max),藍十字勳章-blue-max,1,Blue Max,軟體世界 23 p.8 藍十字勳章
,cmt9n7n2u00ao04jmit35ipyr,蘿拉推理系列—匕首疑雲 (The Dagger of Amon Ra),蘿拉推理系列-匕首疑雲-the-dagger-of-amon-ra,1,The Dagger of Amon Ra,軟體世界 41 p.14 蘿拉推理系列—匕首疑雲
,cmsx2xznr00b204ldnatmw6qd,"蝙蝠俠 (Batman, The Caped Crusader)",蝙蝠俠-batman-the-caped-crusader,1,"Batman, The Caped Crusader",軟體世界 17 p.8 蝙蝠俠
,cmsybv6lc00bu04l2onc3d5jb,蝙蝠俠·電影版 (Batman),蝙蝠俠-電影版-batman,1,Batman,軟體世界 23 p.60 蝙蝠俠·電影版
,cmsvv0lpv001f04jru8m2568r,裝甲雄兵 (Sherman M4),裝甲雄兵-sherman-m4,1,Sherman M4,軟體世界 11 p.87 裝甲雄兵 SHERMAN M4
,cmsyrzhow002l04jxxql5szxt,裝甲雄師 (Armored Fist),裝甲雄師-armored-fist,1,Armored Fist,軟體世界 31 p.54 裝甲雄師秘技篇
,cmsybok5n006004l29xpo1mx3,親愛的，我被電視吸走了！ (Altered Destiny),親愛的-我被電視吸走了-altered-destiny,1,Altered Destiny,軟體世界 22 p.16 親愛的，我被電視吸走了！
,cmsys39v4006104jx38ktkl0c,警察故事 III (Police Quest 3: The Kindred),警察故事-iii-police-quest-3-the-kindred,1,Police Quest 3: The Kindred,軟體世界 32 p.15 警察故事 III
,cmsysv1nh001104jo16tjpskt,警察故事3—陰謀 (Police Quest 3: The Kindred),警察故事3-陰謀-police-quest-3-the-kindred,1,Police Quest 3: The Kindred,軟體世界 33 p.14 警察故事3—陰謀
,cmsybokbf007t04l2lbfvnchk,變形金剛 (Transformers),變形金剛-transformers,1,Transformers,軟體世界 22 p.92 變形金剛資料修改
,cmsyrzhpf002p04jx7m5k74rr,賭城大觀 (Casino),賭城大觀-casino,1,Casino,軟體世界 31 p.56 賭城大觀增錢術
,cmsx2xzq500bm04ld3nh7dsji,賽車追逐戰 (Power Drift),賽車追逐戰-power-drift,1,Power Drift,軟體世界 17 p.16 賽車追逐戰
,cmsyrzhcp000a04jxt1vd5e0t,迷宮動動腦 (Chip Challenge),迷宮動動腦-chip-challenge,1,Chip Challenge,軟體世界 31 p.6 迷宮動動腦
,cmsybok0v004s04l2zqcsonzb,通天蜘蛛人 (The Amazing Spider-Man),通天蜘蛛人-the-amazing-spider-man,1,The Amazing Spider-Man,軟體世界 22 p.1 通天蜘蛛人
,cmsvv0lo2001304jrqoo0sl7s,金星異形 II (King of Kong),金星異形-ii-king-of-kong,1,King of Kong,軟體世界 11 p.72 金星異形 II KING OF KONG
,cmsyrzhpz002t04jxry57eyge,銀河帝國傳 (Galactic Empires),銀河帝國傳-galactic-empires,1,Galactic Empires,軟體世界 31 p.57 銀河帝國傳技巧一、二談
,cmsyrzht2003804jxpbs08ubi,銀河風暴 (Galaxy Force),銀河風暴-galaxy-force,1,Galaxy Force,軟體世界 31 p.72 銀河風暴心得篇
,cmsyrzhlu001y04jxmf0o1bl9,銀河飛將 (Wing Commander),銀河飛將-wing-commander,2,Wing Commander,軟體世界 31 p.49 銀河飛將一修改篇 PART II / 軟體世界 31 p.51 銀河飛將一防護罩裝甲大公開
,cmsyrzhgk000w04jxapcme1ye,銀河飛將 II (Wing Commander II),銀河飛將-ii-wing-commander-ii,2,Wing Commander II,軟體世界 31 p.13 銀河飛將 II / 軟體世界 32 p.87 銀河飛將 II 特別報導
,cmsys39te005i04jx0qv4ifjs,銀河飛將 II (Wing Commander II: Vengeance of the Kilrathi),銀河飛將-ii-wing-commander-ii-vengeance-of-the-kilrathi,1,Wing Commander II: Vengeance of the Kilrathi,軟體世界 32 p.8 銀河飛將 II
,cmt9n7n1e00af04jm592gkexf,銀河飛將 II—帝國逆襲：特別任務 2 (Wing Commander II),銀河飛將-ii-帝國逆襲-特別任務-2-wing-commander-ii,2,Wing Commander II,軟體世界 41 p.12 銀河飛將 II—帝國逆襲：特別任務 2 / 軟體世界 41 p.84 銀河飛將 II—帝國逆襲：特別任務 2
,cmsybv6ca009r04l209k7zgcw,銀河飛將—密秘任務 (Wing Commander - Secret Mission),銀河飛將-密秘任務-wing-commander-secret-mission,1,Wing Commander - Secret Mission,軟體世界 23 p.1 銀河飛將—密秘任務
,cmsx2xzp700be04lds8zt31uu,銀色匕首之謎 (Secret of Silver Blade),銀色匕首之謎-secret-of-silver-blade,2,Secret of Silver Blade,軟體世界 17 p.12 銀色匕首之謎 / 軟體世界 17 p.21 銀色匕首之謎
,cmsysv1jz000d04jo7sx7ae9m,鐵血傭兵 (Hard Nova),鐵血傭兵-hard-nova,1,Hard Nova,軟體世界 33 p.5 鐵血傭兵
,cmsybv6g400al04l26t9mbpis,鐵路大亨 (Railroad Tycoon),鐵路大亨-railroad-tycoon,2,Railroad Tycoon,軟體世界 23 p.14 鐵路大亨 / 軟體世界 32 p.98 鐵路大亨－討價還價
,cmsysv1li000l04jobmf1znjl,雪山競技 (The Games: Winter Challenge),雪山競技-the-games-winter-challenge,1,The Games: Winter Challenge,軟體世界 33 p.9 雪山競技
,cmsybv6fm00ah04l2ir4b9zfz,風神傳承 (Storm Lord),風神傳承-storm-lord,1,Storm Lord,軟體世界 23 p.13 風神傳承
,cmsx2xzz900du04ldc1f1syw7,風行者 (Windwalker),風行者-windwalker,1,Windwalker,軟體世界 17 p.69 風行者修改篇
,cmt9n7mxt009l04jmfka9qkn4,風雲霸主 (Power Monger),風雲霸主-power-monger,1,Power Monger,軟體世界 41 p.1 封面強片：風雲霸主
,cmsyrh80q003504lfct37btjk,飛狼突擊隊 (ARMOR ALLEY),飛狼突擊隊-armor-alley,1,ARMOR ALLEY,軟體世界 30 p.5 飛狼突擊隊 (ARMOR ALLEY)
,cmsybok4t005r04l20p1a10vs,飛越杜鵑窩 (Count Down),飛越杜鵑窩-count-down,2,Count Down,軟體世界 22 p.13 飛越杜鵑窩 / 軟體世界 23 p.9 飛越杜鵑窩
,cmsys3a3r008b04jxo5fhi9lc,飛越杜鵑窩 (One Flew Over the Cuckoo's Nest),飛越杜鵑窩-one-flew-over-the-cuckoo-s-nest,1,One Flew Over the Cuckoo's Nest,軟體世界 32 p.104 飛越杜鵑窩一時光倒流
,cmsvv0lpa001b04jrwpc0xfi4,騎士鬥神 (Knight Force),騎士鬥神-knight-force,1,Knight Force,軟體世界 11 p.82 騎士鬥神 KNIGHT FORCE
,cmsys39yy007604jxiwlfdqvk,魔戒少年 (The Hobbit),魔戒少年-the-hobbit,1,The Hobbit,軟體世界 32 p.75 魔戒少年完全攻略（一）
,cmsyrh86q004f04lfuhplexaw,魔戒少年 II (The Lord of The Rings: VOL. II The Two Towers),魔戒少年-ii-the-lord-of-the-rings-vol-ii-the-two-towers,1,The Lord of The Rings: VOL. II The Two Towers,軟體世界 30 p.15 魔戒少年 II (The Lord of The Rings: VOL. II The Two Towers)
,cmt9n7n5f00b804jmgzeszhal,魔水晶 (The Four Crystals of Trazere),魔水晶-the-four-crystals-of-trazere,1,The Four Crystals of Trazere,軟體世界 41 p.19 魔水晶
,cmsvv0lu8002a04jra77lyk96,魔法門 II (Might and Magic II),魔法門-ii-might-and-magic-ii,1,Might and Magic II,軟體世界 11 p.120 魔法門 II 補充（一）、（二）
,cmsyrzhrg003404jxavqsdx3n,魔獸殺機 (Tunnels & Trolls: Adventures in Cannibal Country),魔獸殺機-tunnels-trolls-adventures-in-cannibal-country,1,Tunnels & Trolls: Adventures in Cannibal Country,軟體世界 31 p.66 魔獸殺機完全攻略 (-)
,cmsyrzhe1000h04jxg0ao8xgg,魔獸紀元 (Tunnels & Trolls),魔獸紀元-tunnels-trolls,1,Tunnels & Trolls,軟體世界 31 p.9 魔獸紀元
,cmsys39xc006o04jxq1yf5m6z,魔眼殺機 (Eye of the Beholder),魔眼殺機-eye-of-the-beholder,2,Eye of the Beholder,軟體世界 32 p.47 魔眼殺機無敵程式 / 軟體世界 32 p.56 魔眼殺機完全攻略（二）
,cmt9n7n4100aw04jmuwlnpr7m,魔眼殺機 II (Eye of the Beholder II),魔眼殺機-ii-eye-of-the-beholder-ii,1,Eye of the Beholder II,軟體世界 41 p.16 魔眼殺機 II 中文版
