group,id,name,slug,articles,note,articles_sample
,cmtpkhkvv02sz04jv4o9c6och,こかん日記,日記,1,含假名,軟體世界 69 p.230 こかん日記
,cmtpkv0nb05j904jvfrmd2mms,ここは樂園荘,樂園荘,1,含假名,軟體世界 86 p.237 ここは樂園荘
,cmtplaba909it04jv784gcwes,さよならの向こう側,向-側,1,含假名,軟體世界 106 p.118 さよならの向こう側
,cmtpll9my0cap04jvtn3b4mhx,さよならの微笑み,微笑,1,含假名,軟體世界 122 p.119 さよならの微笑み
,cmtpl55fy087d04jvaj3xepyj,しゃぶり姫,姫,1,含假名,軟體世界 99 p.286 しゃぶり姫
,cmu84x6dd00ht04ihfwnyysx6,ときめきメモリアル ドラマシリーズVol 3 旅立ちの詩,vol-3-旅立-詩,1,含假名,電擊SEGA SATURN 電擊SS 創刊5號 p.54 ときめきメモリアル ドラマシリーズVol 3 旅立ちの詩
,cmtplblxo09uk04jvmxecigaw,ときめきメモリアル～Forever With You,forever-with-you,1,含假名,軟體世界 108 p.106 ときめきメモリアル～Forever With You
,cmtpliaua0bj804jvwwqyz2qy,となりののおねえさん,game-13,1,含假名,軟體世界 118 p.113 となりののおねえさん
,cmtpll9lu0cad04jvoc17nh2g,ねがい,game-15,1,含假名,軟體世界 122 p.127 ねがい
,cmtplc5af0a0f04jv0jqmqwfx,はぶにんぐ JOURNEY,journey,1,含假名,軟體世界 109 p.102 はぶにんぐ JOURNEY
,cmtpl3m8307sh04jv64r7japv,ばすてるだっぷ,game-5,1,含假名,軟體世界 97 p.268 ばすてるだっぷ
,cmtpknfpm03jb04jvzbvainth,ぷりんせすでんじゃあ,game,1,含假名,軟體世界 75 p.198 ぷりんせすでんじゃあ
,cmtpkyu1m06j104jv6wyconr0,ぺろぺろ Candy蜜糖甜心,candy蜜糖甜心,1,含假名,軟體世界 91 p.242 ぺろぺろ Candy蜜糖甜心
,cmtpll9km0ca704jvd9ioilr4,まじかるかんナ,game-14,1,含假名,軟體世界 122 p.133 まじかるかんナ
,cmtpo1ste07m604l6yaxalkcs,みらろま,game-20,1,含假名,軟體世界 200 p.186 みらろま
,cmtpl8p62094c04jvzxfws37d,やくそく,game-8,1,含假名,軟體世界 104 p.108 やくそく
,cmtpnyirc06uw04l6gfzx50uf,ゆのはな,game-18,1,含假名,軟體世界 193 p.58 ゆのはな
,cmtplq3rc0dek04jvlplw5tsr,らじPON PON,pon-pon,1,含假名,軟體世界 130 p.134 らじPON PON
,cmtple5df0acr04jvy0ri3xtb,アスカル～歪曲のデスメント～,歪曲,2,含假名,軟體世界 111 p.118 アスカル～歪曲のデスメント～ / 軟體世界 111 p.118 アスカル～歪曲のデスメント～
,cmtpl63e808ec04jvaqlt4ewb,アンタリア創世紀,創世紀,1,含假名,軟體世界 100 p.130 アンタリア創世紀
,cmtpkqern04eg04jvar02ho8g,イイクバン君,君,1,含假名,軟體世界 80 p.215 イイクバン君
,cmtpl9hlg09b904jvqbnx9g8r,エクスドラード～鏡の中の王國～,鏡-中-王國,1,含假名,軟體世界 105 p.112 エクスドラード～鏡の中の王國～
,cmtpkpmuz048704jv1da5mcsu,エリア 88,88,1,含假名,軟體世界 79 p.209 98 精品店
,cmtplfzsz0ayc04jv7kmvd3sy,エンジェルパッチ,game-12,1,含假名,軟體世界 114 p.138 エンジェルパッチ
,cmu84x5vm00e304ihe14v3mnx,エヴァと愉快な仲間たち,愉快-仲間,1,含假名,電擊SEGA SATURN 電擊SS 創刊3號 p.60 エヴァと愉快な仲間たち
,cmtpki0ld02z104jvkvl8qqgp,カスタムメイト・2,2,5,含假名,軟體世界 70+71 p.309 98 精品店 / 電擊SEGA SATURN 試刊8號 p.24 スレイヤーズ ろいやる2 / 電擊SEGA SATURN 試刊9號 p.44 ルナ2 エターナルブル …共 5 篇
,cmu84x6gu00il04ih61v1ciht,カプコン ジェネレーション～第4集 孤高的英雄～,第4集-孤高的英雄,1,含假名,電擊SEGA SATURN 電擊SS 創刊5號 p.101 カプコン ジェネレーション～第4集 孤高的英雄～
,cmu84x4q3008b04ih95xup8yj,ガングリフォンII,ii,3,含假名,電擊SEGA SATURN 試刊8號 p.90 ガングリフォンII / 電擊SEGA SATURN 試刊9號 p.58 ガングリフォンII / 電擊SEGA SATURN 電擊SS 創刊5號 p.94 ファルコム クラシックスⅡ
,cmtpl3m5a07rq04jv4xqp0ngm,ガーゼィ之翼,之翼,1,含假名,軟體世界 97 p.250 ガーゼィ之翼
,cmtpletl50aov04jvmetcr6ii,キャバレー,game-11,1,含假名,軟體世界 112 p.132 キャバレー
,cmtpl3m6907rz04jvgv4t4wy7,クライスイーバー,game-4,1,含假名,軟體世界 97 p.256 クライスイーバー
,cmu84x55800ah04ihekrm6x5m,コードR,r,1,含假名,電擊SEGA SATURN 試刊9號 p.56 コードR
,cmu84x6bw00hg04ihaoy3t6xs,サクラ大戦 帝撃グラフ,大戦-帝撃,1,含假名,電擊SEGA SATURN 電擊SS 創刊5號 p.45 サクラ大戦 帝撃グラフ
,cmu84x4pk008604ih1sval4fy,サクラ大戦2,大戦2,2,含假名,電擊SEGA SATURN 試刊8號 p.54 サクラ大戦2 ～君、死にたまうことなかれ～ / 電擊SEGA SATURN 試刊9號 p.98 サクラ大戦2
,cmtpks0aj04t204jvnyfzfshd,サークルイト,game-3,1,含假名,軟體世界 82 p.216 サークルイト
,cmu84x5vx00e604ihnxutqqqg,シャイニングフォースIII,iii,1,含假名,電擊SEGA SATURN 電擊SS 創刊3號 p.82 シャイニングフォースIIIシナリオ3
,cmu84x6fq00id04ihj15rvlww,シャイニングフォースⅢシナリオ3 氷壁の邪神宮,iii-3-氷壁-邪神宮,1,含假名,電擊SEGA SATURN 電擊SS 創刊5號 p.89 シャイニングフォースⅢシナリオ3 氷壁の邪神宮
,cmu84x55t00al04ihyl670eco,スーパロボット大戦F完結編,大戦f完結編,1,含假名,電擊SEGA SATURN 試刊9號 p.82 スーパロボット大戦F完結編
,cmtple5fk0adb04jvnyscrmod,チンギス・汗と白き牡鹿IV,汗-白-牡鹿iv,2,含假名,軟體世界 111 p.132 チンギス・汗と白き牡鹿IV / 軟體世界 111 p.132 チンギス・汗と白き牡鹿IV
,cmtplj0a10bq004jvel8tcgb4,ディア緊急指令！,緊急指令,1,含假名,軟體世界 119 p.122 ディア緊急指令！
,cmtpkwmoh05xe04jvroc6xqag,ドラキュ伯爵,伯爵,1,含假名,軟體世界 88 p.233 ドラキュ伯爵
,cmtpl2bi807fa04jvthzcwwsv,バララに逢いたくて,逢,1,含假名,軟體世界 95 p.280 バララに逢いたくて
,cmu84x6ht00iu04ih0b8gvlyu,ファーランドサーガ～時の道標～,時-道標,1,含假名,電擊SEGA SATURN 電擊SS 創刊5號 p.103 ファーランドサーガ～時の道標～
,cmtpl63jd08f204jvqx8di8mr,フォトジェニック,game-6,1,含假名,軟體世界 100 p.145 フォトジェニック
,cmu84x4qr008h04ih4j2iyxna,フレンズ ～青春の輝き～,青春-輝,1,含假名,電擊SEGA SATURN 試刊8號 p.82 フレンズ ～青春の輝き～
,cmtplfzte0ayf04jvzf5ee5o6,プリンセスサカー ゆめみる妖精,妖精,1,含假名,軟體世界 114 p.140 プリンセスサカー ゆめみる妖精
,cmtplj0980bpu04jvdyqn0ihz,プレシャスLOVE,love,1,含假名,軟體世界 119 p.118 プレシャスLOVE
,cmtpnv0t8064s04l6ljd79irr,ホームメイド-Homemaid,homemaid,1,含假名,軟體世界 186 p.95 ホームメイド-Homemaid
,cmtplc5cp0a0u04jvjm7bpnys,マスター ジャイア,game-10,1,含假名,軟體世界 109 p.112 マスター ジャイア
,cmtpl8p7t094r04jvk0pltooy,ムーンドラゴン,game-9,1,含假名,軟體世界 104 p.118 ムーンドラゴン
,cmtpl7za708w604jvr1sojmtk,メイド物語,物語,1,含假名,軟體世界 103 p.90 メイド物語
,cmu84x4qf008e04ihyy7mvozo,メルティランサ- Re-inforce,re-inforce,1,含假名,電擊SEGA SATURN 試刊8號 p.86 メルティランサ- Re-inforce
,cmtpkr69q04ln04jvffzngwww,リザレト,game-2,1,含假名,軟體世界 81 p.210 リザレト
,cmtpl9hmn09bi04jvj3vp0thb,ルージュの傳說,傳說,1,含假名,軟體世界 105 p.118 ルージュの傳說
,cmtpl8p77094o04jvuprit96y,ロードス島戰記,島戰記,1,含假名,軟體世界 104 p.116 ロードス島戰記
,cmtpll9o50cav04jvqp9xxucr,ワーズ,game-16,1,含假名,軟體世界 122 p.113 ワーズ
,cmu84x54f00aa04ihkvko86xy,ワールドカップ98フランス,98,1,含假名,電擊SEGA SATURN 試刊9號 p.52 ワールドカップ98フランス
,cmu84x6gd00ih04ihuiyoxbyv,七星門神ガイファード クラウン壊滅作戦,七星門神-壊滅作戦,1,含假名,電擊SEGA SATURN 電擊SS 創刊5號 p.100 七星門神ガイファード クラウン壊滅作戦
,cmtpkhkva02st04jviz2f0of7,亞美・風立ちみ,亞美-風立,1,含假名,軟體世界 69 p.228 亞美・風立ちみ
,cmtpl7zb608wg04jvrhuq263q,人形使い2,人形使-2,1,含假名,軟體世界 103 p.98 人形使い2
,cmtpo1cc307ho04l6oh56lxgl,冥色的隷姫～緩やかに廢滅する青珊瑚の森～,冥色的隷姫-緩-廢滅-青珊瑚-森,1,含假名,軟體世界 199 p.114 冥色的隷姫～緩やかに廢滅する青珊瑚の森～
,cmu84x4cg006104ihcbpfvezn,制服 -ハイスクールカウントダウン-,制服,1,含假名,電擊SEGA SATURN 試刊6號 p.98 制服 -ハイスクールカウントダウン-
,cmtpkznbl06p304jvjzqbef2r,動亂の魔都,動亂-魔都,1,含假名,軟體世界 92 p.206 動亂の魔都
,cmu84x5nh00d004ih85s9cyy7,北へ。,北,1,含假名,電擊SEGA SATURN 電擊SS 創刊3號 p.26 北へ。
,cmtplna450crf04jv54gyte8f,君が、望む永遠,君-望-永遠,2,含假名,軟體世界 125 p.434 君が、望む永遠 / 軟體世界 150 p.167 君が望む永遠
,cmtpnv0t0064p04l67xjbzlq9,夏ノ空アカノニル,夏-空,1,含假名,軟體世界 186 p.94 夏ノ空アカノニル
,cmtpkolen03vt04jv1ncmjow9,大江戸ルネッサンス,大江戸,1,含假名,軟體世界 77 p.189 98 精品店
,cmtpnvliu06ab04l63rr7r4r7,天空のシンフォニー,天空,1,含假名,軟體世界 187 p.118 天空のシンフォニー
,cmtplblyk09uu04jvj6a4y7cl,女神の微笑攻防,女神-微笑攻防,1,含假名,軟體世界 108 p.114 女神の微笑攻防
,cmtpkpmvl048a04jv8ni7amuv,學園ボンバー,學園,1,含假名,軟體世界 79 p.209 98 精品店
,cmtzt5qxj00810agm673pksgh,実況パワフルプロ野球2011,実況-野球2011,1,含假名,電玩通 348 p.66 実況パワフルプロ野球2011
,cmtpl9hk509ay04jv26dosmzn,小鳥の羽飾り+課外授業My...Favorite,小鳥-羽飾-課外授業my-favorite,1,含假名,軟體世界 105 p.110 小鳥の羽飾り+課外授業My...Favorite
,cmu84x4rg008n04ih4nmtaikc,少女革命ウテナ,少女革命,1,含假名,電擊SEGA SATURN 試刊8號 p.92 少女革命ウテナ
,cmtpo1src07lx04l69wsvwcsq,怪盜アプリコット 完全版,怪盜-完全版,1,含假名,軟體世界 200 p.180 怪盜アプリコット 完全版
,cmtplj0ae0bq304jvfoj3n68u,惑星資源を確保せよ,惑星資源-確保,1,含假名,軟體世界 119 p.122 惑星資源を確保せよ
,cmtpl6vcs08mr04jvk3mrql5c,惡夢95 青い果實の散花,惡夢95-青-果實-散花,1,含假名,軟體世界 101 p.90 惡夢95 青い果實の散花
,cmtpl9hn109bl04jvmjxbnqhq,惡靈學園レイコ,惡靈學園,1,含假名,軟體世界 105 p.120 惡靈學園レイコ
,cmtplgs1q0b5i04jvfhxncefy,想ひ出城 with You～みつめていたい～,想-出城-with-you,1,含假名,軟體世界 115 p.113 想ひ出城 with You～みつめていたい～
,cmtpl9hlu09bc04jvxvvshh5r,愛が見えはじめたたら,愛-見,1,含假名,軟體世界 105 p.114 愛が見えはじめたたら
,cmtpn1w2b007v04l6ob53uvsh,愛しの言霊,愛-言霊,1,含假名,軟體世界 149 p.63 愛しの言霊
,cmtpl4dfh080404jvgig1lnoa,戀のアンサンブル,戀,3,含假名,軟體世界 98 p.288 戀のアンサンブル / 軟體世界 123 p.148 戀のおくすり / 軟體世界 125 p.428 戀のスイートクルト、いかが？
,cmtpki0lj02z204jv7eh41ffc,戯畫モーション,戯畫,1,含假名,軟體世界 70+71 p.309 98 精品店
,cmtpkecht020q04jvzc1rfxme,提督の決斷Ⅱ,提督-決斷ii,1,含假名,軟體世界 63 p.172 DOS/V最新遊戲介紹
,cmtpl6vbz08mj04jvrf372lje,放課後マリア倶楽部,放課後-倶楽部,1,含假名,軟體世界 101 p.84 放課後マリア倶楽部
,cmtpl78eh08ql04jv4oaonbua,"新世紀エウ "" アンゲリオン ～鋼鐵のガールフレンド",新世紀-鋼鐵,1,含假名,軟體世界 102 p.81 GAME FOCUS
,cmu84x4r3008k04ih588xre38,日本代表チ-ムの監督になろう! 世界初のサッカ-,日本代表-監督-世界初,1,含假名,電擊SEGA SATURN 試刊8號 p.88 日本代表チ-ムの監督になろう! 世界初のサッカ-
,cmtpl8p50094304jv0cx1v6sn,星のない街～少女達の夜明け,星-街-少女達-夜明,1,含假名,軟體世界 104 p.102 星のない街～少女達の夜明け
,cmtpkytun06gn04jv86hyloe2,春の夢,春-夢,1,含假名,軟體世界 91 p.65 春の夢
,cmtpl63cz08dy04jvq11lmk7l,晴れの日 ときとき 胸さわぎ,晴-日-胸,1,含假名,軟體世界 100 p.122 晴れの日 ときとき 胸さわぎ
,cmtplab9i09ik04jvgs5vyhr2,朱鷺色の末裔,朱鷺色-末裔,1,含假名,軟體世界 106 p.112 朱鷺色の末裔
,cmtpkr6ak04lw04jvice424xd,死靈の叫,死靈-叫,1,含假名,軟體世界 81 p.213 死靈の叫
,cmtpl4ddy07zp04jvyu9b55r8,毛利元就－誓いの三矢,毛利元就-誓-三矢,2,含假名,軟體世界 98 p.280 毛利元就－誓いの三矢 / 軟體世界 102 p.81 GAME FOCUS
,cmtplgs2n0b5r04jvb2qlo8p7,淫內感染 真夜中のナースコール,淫內感染-真夜中,1,含假名,軟體世界 115 p.122 淫內感染 真夜中のナースコール
,cmtpletp40ap804jv3zylf2xu,生足くちば5×5,生足-5-5,1,含假名,軟體世界 112 p.142 生足くちば5×5
,cmtpn2nss00gq04l64cxvd1ed,田舎暮らし Perrain,田舎暮-perrain,1,含假名,軟體世界 150 p.170 田舎暮らし Perrain
,cmtpnvlj506ae04l6w4jw53jw,空帝騎騎～黃昏遊戯の翼,空帝騎騎-黃昏遊戯-翼,1,含假名,軟體世界 187 p.120 空帝騎騎～黃昏遊戯の翼
,cmtpnyizi06xy04l6v5qjszp8,絕對地球防衛機メガラフター,絕對地球防衛機,2,含假名,軟體世界 193 p.146 絕對地球防衛機メガラフター / 軟體世界 195 p.140 絕對地球防衛機メガラフター
,cmtpo1ccc07hr04l6q8q8pr7c,群青の空を越えて,群青-空-越,1,含假名,軟體世界 199 p.116 群青の空を越えて
,cmtpl63gx08el04jvju2vdy8i,花火職人になろう,花火職人,1,含假名,軟體世界 100 p.136 花火職人になろう
,cmtpn1w3w008b04l61zn2shw4,蒐集者～コレクタ～,蒐集者,2,含假名,軟體世界 149 p.172 蒐集者～コレクタ～ / 電遊人 15 p.166 蒐集者
,cmtplabai09iw04jvmfop674z,誓いの ESSENCE,誓-essence,1,含假名,軟體世界 106 p.120 誓いの ESSENCE
,cmtpl2bjc07fm04jvxhzw2dwu,變身リング,變身,1,含假名,軟體世界 95 p.288 變身リング
,cmtpkr6a004lq04jvc8p0oabt,逢魔の迷宮,逢魔-迷宮,1,含假名,軟體世界 81 p.211 逢魔の迷宮
,cmtpl55fp087a04jvanhsr91i,釣りに行こう,釣-行,1,含假名,軟體世界 99 p.284 釣りに行こう
,cmu84x49b005704ihlk8j09ld,銀河嬉遊傳說ユナ,銀河嬉遊傳說,1,含假名,電擊SEGA SATURN 試刊6號 p.4 銀河嬉遊傳說ユナ製作人・明貴美加老師專訪記
,cmtpliauj0bjb04jvw4fjusaa,銀色の樹～粉雪のラヴド,銀色-樹-粉雪,1,含假名,軟體世界 118 p.116 銀色の樹～粉雪のラヴド
,cmtple5ct0acl04jv7mcwdq00,雪色のカルテ～Karte von Schnee,雪色-karte-von-schnee,2,含假名,軟體世界 111 p.113 雪色のカルテ～Karte von Schnee / 軟體世界 111 p.113 雪色のカルテ～Karte von Schnee
,cmtpkr69g04lk04jv0iup7l6a,雷の戰士,雷-戰士,1,含假名,軟體世界 81 p.209 雷の戰士
,cmu84x58d00b704ihsxcek4hu,電腦戰機バ・チャロン Oratorio Tangram,電腦戰機-oratorio-tangram,1,含假名,電擊SEGA SATURN 試刊9號 p.136 電腦戰機バ・チャロン Oratorio Tangram
,cmtplgs350b5x04jv0z1wbpih,風色のロマンス,風色,1,含假名,軟體世界 115 p.124 風色のロマンス
,cmtpnyycr071d04l640lfech7,魔女っ娘あ5いラ5iモードⅡ～光と闇のエトランゼ～,魔女-娘-5-5i-ii-光-闇,1,含假名,軟體世界 194 p.92 魔女っ娘あ5いラ5iモードⅡ～光と闇のエトランゼ～
,cmtpko6gj03qc04jvvbiu2snp,麻雀で PON,麻雀-pon,1,含假名,軟體世界 76 p.206 麻雀で PON
